Starting grid search with num_random_contexts=1 and embedding_pool_strategy=last
Model name: meta-llama/Llama-3.1-8B-Instruct
Context sample strategy: random
Num random contexts: 1
Embedding pool strategy: last
Num train epochs: 10
Force reload data: false
VPL data for PRISM already exists. Skipping data generation.
20744 5134
trainable params: 71,303,168 || all params: 7,593,005,056 || trainable%: 0.9391
{'train_recon_loss': 0.6928728222846985, 'train_kld': 1.544816404930316e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.08184814453125, 'rewards_rejected': -0.0823974609375, 'embeddings_chosen': 0.0003662109375, 'embeddings_rejected': 9.441375732421875e-05, 'mean': -0.0033654682338237762, 'log_var': 0.004898861516267061, 'epoch': 0}
{'train_recon_loss': 0.6828644275665283, 'train_kld': 8.221563621191308e-05, 'train_accuracy': 1.0, 'rewards_chosen': -0.025726318359375, 'rewards_rejected': -0.0464630126953125, 'embeddings_chosen': -0.0001392364501953125, 'embeddings_rejected': 0.00018596649169921875, 'mean': -0.0032324963249266148, 'log_var': 0.0037588218692690134, 'epoch': 0.02}
{'train_recon_loss': 0.6915216445922852, 'train_kld': 8.134276868076995e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.018642425537109375, 'rewards_rejected': -0.0219573974609375, 'embeddings_chosen': 6.914138793945312e-05, 'embeddings_rejected': 0.00010728836059570312, 'mean': -0.002983537269756198, 'log_var': 0.004701574333012104, 'epoch': 0.02}
{'train_recon_loss': 0.6908656358718872, 'train_kld': 8.236983558163047e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.017059326171875, 'rewards_rejected': -0.02165985107421875, 'embeddings_chosen': 3.9577484130859375e-05, 'embeddings_rejected': -0.0001430511474609375, 'mean': -0.0036529474891722202, 'log_var': 0.0045470548793673515, 'epoch': 0.02}
{'train_recon_loss': 0.6914278864860535, 'train_kld': 8.452583278995007e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.012325286865234375, 'rewards_rejected': -0.0157928466796875, 'embeddings_chosen': -9.5367431640625e-06, 'embeddings_rejected': 0.00021076202392578125, 'mean': -0.00299188494682312, 'log_var': 0.00446512084454298, 'epoch': 0.02}
{'train_recon_loss': 0.6891550421714783, 'train_kld': 8.262749179266393e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.0154571533203125, 'rewards_rejected': 0.0074005126953125, 'embeddings_chosen': -3.910064697265625e-05, 'embeddings_rejected': 0.0001964569091796875, 'mean': -0.002789619844406843, 'log_var': 0.004747161641716957, 'epoch': 0.02}
{'train_recon_loss': 0.690462589263916, 'train_kld': 8.12281432445161e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.01494598388671875, 'rewards_rejected': -0.020334720611572266, 'embeddings_chosen': 0.00014495849609375, 'embeddings_rejected': 0.00012683868408203125, 'mean': -0.003022744320333004, 'log_var': 0.0048457300290465355, 'epoch': 0.02}
{'train_recon_loss': 0.7019320130348206, 'train_kld': 8.172803063644096e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.0166015625, 'rewards_rejected': 0.0006256103515625, 'embeddings_chosen': 0.00010204315185546875, 'embeddings_rejected': 5.030632019042969e-05, 'mean': -0.002995875431224704, 'log_var': 0.004327245522290468, 'epoch': 0.02}
{'train_recon_loss': 0.6782776117324829, 'train_kld': 8.754994632909074e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.00699615478515625, 'rewards_rejected': -0.037200927734375, 'embeddings_chosen': -7.62939453125e-05, 'embeddings_rejected': 0.000102996826171875, 'mean': -0.0027885017916560173, 'log_var': 0.005274191498756409, 'epoch': 0.02}
{'train_recon_loss': 0.6841709613800049, 'train_kld': 8.127561886794865e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.0125274658203125, 'rewards_rejected': -0.0307159423828125, 'embeddings_chosen': -0.00019550323486328125, 'embeddings_rejected': -8.726119995117188e-05, 'mean': -0.0029794408474117517, 'log_var': 0.004267348907887936, 'epoch': 0.03}
{'train_recon_loss': 0.6883906126022339, 'train_kld': 7.817248842911795e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.008453369140625, 'rewards_rejected': -0.001190185546875, 'embeddings_chosen': 0.00026702880859375, 'embeddings_rejected': 4.220008850097656e-05, 'mean': -0.003071652492508292, 'log_var': 0.004442538134753704, 'epoch': 0.03}
{'train_recon_loss': 0.6945934295654297, 'train_kld': 7.774805271765217e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.035888671875, 'rewards_rejected': -0.033660888671875, 'embeddings_chosen': 8.20159912109375e-05, 'embeddings_rejected': 0.00015544891357421875, 'mean': -0.0028181320521980524, 'log_var': 0.004497642628848553, 'epoch': 0.03}
{'train_recon_loss': 0.6945503950119019, 'train_kld': 8.738066389923915e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.0174560546875, 'rewards_rejected': -0.01519775390625, 'embeddings_chosen': 3.6716461181640625e-05, 'embeddings_rejected': -2.9206275939941406e-05, 'mean': -0.0027142546605318785, 'log_var': 0.004866757895797491, 'epoch': 0.03}
{'train_recon_loss': 0.6923107504844666, 'train_kld': 8.214443369070068e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.0174102783203125, 'rewards_rejected': 0.01569366455078125, 'embeddings_chosen': -0.0001773834228515625, 'embeddings_rejected': -0.00014781951904296875, 'mean': -0.0026668659411370754, 'log_var': 0.004607532173395157, 'epoch': 0.03}
{'train_recon_loss': 0.6914732456207275, 'train_kld': 8.23070586193353e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.016091346740722656, 'rewards_rejected': 0.012603759765625, 'embeddings_chosen': -0.00018405914306640625, 'embeddings_rejected': -0.00014495849609375, 'mean': -0.0028525185771286488, 'log_var': 0.003152406308799982, 'epoch': 0.03}
{'train_recon_loss': 0.6904095411300659, 'train_kld': 8.05995732662268e-05, 'train_accuracy': 1.0, 'rewards_chosen': -0.001926422119140625, 'rewards_rejected': -0.0074138641357421875, 'embeddings_chosen': 9.489059448242188e-05, 'embeddings_rejected': 4.029273986816406e-05, 'mean': -0.0027524856850504875, 'log_var': 0.004974518436938524, 'epoch': 0.03}
{'train_recon_loss': 0.6961818933486938, 'train_kld': 8.296802116092294e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.034912109375, 'rewards_rejected': -0.0291748046875, 'embeddings_chosen': -0.00011444091796875, 'embeddings_rejected': 0.00020122528076171875, 'mean': -0.00273572257719934, 'log_var': 0.004665825515985489, 'epoch': 0.03}
{'train_recon_loss': 0.6941627264022827, 'train_kld': 8.663618064019829e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.002864837646484375, 'rewards_rejected': 0.00489044189453125, 'embeddings_chosen': -0.00014972686767578125, 'embeddings_rejected': -0.00017833709716796875, 'mean': -0.003435316029936075, 'log_var': 0.0048019737005233765, 'epoch': 0.03}
{'train_recon_loss': 0.6826654672622681, 'train_kld': 8.823208918329328e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.001983642578125, 'rewards_rejected': -0.01947021484375, 'embeddings_chosen': -9.584426879882812e-05, 'embeddings_rejected': -7.748603820800781e-06, 'mean': -0.0037464885972440243, 'log_var': 0.004895991645753384, 'epoch': 0.03}
{'train_recon_loss': 0.696459949016571, 'train_kld': 8.578124834457412e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.001495361328125, 'rewards_rejected': 0.008011341094970703, 'embeddings_chosen': -0.00016117095947265625, 'embeddings_rejected': -6.4849853515625e-05, 'mean': -0.0034934459254145622, 'log_var': 0.004712942987680435, 'epoch': 0.03}
{'train_recon_loss': 0.6800247430801392, 'train_kld': 8.632943354314193e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.009063720703125, 'rewards_rejected': -0.03566741943359375, 'embeddings_chosen': 3.314018249511719e-05, 'embeddings_rejected': 0.0003204345703125, 'mean': -0.0033413744531571865, 'log_var': 0.004943636246025562, 'epoch': 0.03}
{'train_recon_loss': 0.7101338505744934, 'train_kld': 8.379469363717362e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.02568817138671875, 'rewards_rejected': 0.007537841796875, 'embeddings_chosen': -3.904104232788086e-06, 'embeddings_rejected': -0.0001087188720703125, 'mean': -0.003215092234313488, 'log_var': 0.004786025267094374, 'epoch': 0.03}
{'train_recon_loss': 0.7073884010314941, 'train_kld': 8.27354597277008e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.02935791015625, 'rewards_rejected': -0.001312255859375, 'embeddings_chosen': -0.0004558563232421875, 'embeddings_rejected': -0.00019550323486328125, 'mean': -0.003284631995484233, 'log_var': 0.004742695018649101, 'epoch': 0.03}
{'train_recon_loss': 0.6972042322158813, 'train_kld': 8.808472193777561e-05, 'train_accuracy': 0.0, 'rewards_chosen': -0.026641845703125, 'rewards_rejected': -0.0185546875, 'embeddings_chosen': -0.0001468658447265625, 'embeddings_rejected': -0.000324249267578125, 'mean': -0.003244002815335989, 'log_var': 0.004733665846288204, 'epoch': 0.03}
{'train_recon_loss': 0.6873888373374939, 'train_kld': 8.011921454453841e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.02262115478515625, 'rewards_rejected': -0.03433990478515625, 'embeddings_chosen': -0.00023746490478515625, 'embeddings_rejected': -0.00026702880859375, 'mean': -0.0033659101463854313, 'log_var': 0.004279565531760454, 'epoch': 0.03}
{'train_recon_loss': 0.6896919012069702, 'train_kld': 8.158638229360804e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.0067596435546875, 'rewards_rejected': -0.000335693359375, 'embeddings_chosen': -0.00022983551025390625, 'embeddings_rejected': -0.00011110305786132812, 'mean': -0.0029604604933410883, 'log_var': 0.004353228956460953, 'epoch': 0.03}
{'train_recon_loss': 0.6919040083885193, 'train_kld': 8.255545981228352e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.014923095703125, 'rewards_rejected': 0.0124053955078125, 'embeddings_chosen': -0.00011301040649414062, 'embeddings_rejected': -0.000179290771484375, 'mean': -0.0034294568467885256, 'log_var': 0.004684445448219776, 'epoch': 0.03}
{'train_recon_loss': 0.714147686958313, 'train_kld': 8.532804349670187e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.02911376953125, 'rewards_rejected': 0.01190185546875, 'embeddings_chosen': -3.838539123535156e-05, 'embeddings_rejected': 3.457069396972656e-05, 'mean': -0.0032614567317068577, 'log_var': 0.004394416697323322, 'epoch': 0.03}
{'train_recon_loss': 0.6849143505096436, 'train_kld': 8.025552233448252e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.01139819622039795, 'rewards_rejected': -0.0283050537109375, 'embeddings_chosen': -6.103515625e-05, 'embeddings_rejected': 6.288290023803711e-06, 'mean': -0.002977711847051978, 'log_var': 0.0045138816349208355, 'epoch': 0.03}
{'train_recon_loss': 0.6972973942756653, 'train_kld': 8.142560545820743e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.009857177734375, 'rewards_rejected': -0.002117156982421875, 'embeddings_chosen': -0.0004425048828125, 'embeddings_rejected': -0.0003147125244140625, 'mean': -0.002836711471900344, 'log_var': 0.004897845908999443, 'epoch': 0.03}
{'train_recon_loss': 0.701984703540802, 'train_kld': 8.147454354912043e-05, 'train_accuracy': 0.25, 'rewards_chosen': 1.52587890625e-05, 'rewards_rejected': 0.017513275146484375, 'embeddings_chosen': -0.00018978118896484375, 'embeddings_rejected': -0.000225067138671875, 'mean': -0.003014595014974475, 'log_var': 0.005153172183781862, 'epoch': 0.03}
{'train_recon_loss': 0.7140029072761536, 'train_kld': 8.222727046813816e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.049190521240234375, 'rewards_rejected': -0.0084381103515625, 'embeddings_chosen': -0.0003147125244140625, 'embeddings_rejected': 0.00015163421630859375, 'mean': -0.0027614107821136713, 'log_var': 0.004973283037543297, 'epoch': 0.03}
{'train_recon_loss': 0.6976495981216431, 'train_kld': 8.333128062076867e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.02197265625, 'rewards_rejected': -0.013561248779296875, 'embeddings_chosen': -0.00012302398681640625, 'embeddings_rejected': -0.00018978118896484375, 'mean': -0.002743730554357171, 'log_var': 0.004450568929314613, 'epoch': 0.03}
{'train_recon_loss': 0.6974958181381226, 'train_kld': 8.493585482938215e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.008392333984375, 'rewards_rejected': 0.000244140625, 'embeddings_chosen': -0.0004405975341796875, 'embeddings_rejected': -0.00021076202392578125, 'mean': -0.003524842206388712, 'log_var': 0.004854810424149036, 'epoch': 0.03}
{'train_recon_loss': 0.6771193742752075, 'train_kld': 8.612479723524302e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.00029659271240234375, 'rewards_rejected': -0.032928466796875, 'embeddings_chosen': -0.00032806396484375, 'embeddings_rejected': -2.4437904357910156e-06, 'mean': -0.0030070114880800247, 'log_var': 0.004084738437086344, 'epoch': 0.03}
{'train_recon_loss': 0.6683839559555054, 'train_kld': 8.979368431027979e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.0161285400390625, 'rewards_rejected': -0.0345611572265625, 'embeddings_chosen': -0.000316619873046875, 'embeddings_rejected': -0.000133514404296875, 'mean': -0.0029450240544974804, 'log_var': 0.004454517737030983, 'epoch': 0.03}
{'train_recon_loss': 0.683735728263855, 'train_kld': 8.381723455386236e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.00565338134765625, 'rewards_rejected': -0.025115966796875, 'embeddings_chosen': -0.0001621246337890625, 'embeddings_rejected': -9.632110595703125e-05, 'mean': -0.0026011625304818153, 'log_var': 0.00437223631888628, 'epoch': 0.03}
{'train_recon_loss': 0.680799126625061, 'train_kld': 8.079802501015365e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.011566162109375, 'rewards_rejected': -0.01385498046875, 'embeddings_chosen': -0.0004673004150390625, 'embeddings_rejected': 0.00014781951904296875, 'mean': -0.002964296843856573, 'log_var': 0.005102361086755991, 'epoch': 0.03}
{'train_recon_loss': 0.6860339641571045, 'train_kld': 8.44478199724108e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.047149658203125, 'rewards_rejected': -0.06151771545410156, 'embeddings_chosen': -0.0001621246337890625, 'embeddings_rejected': -0.0002307891845703125, 'mean': -0.0027358157094568014, 'log_var': 0.004446658305823803, 'epoch': 0.03}
{'train_recon_loss': 0.6864053010940552, 'train_kld': 8.417727804044262e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.012542724609375, 'rewards_rejected': -0.0010223388671875, 'embeddings_chosen': -0.0001811981201171875, 'embeddings_rejected': -0.00014209747314453125, 'mean': -0.0033784136176109314, 'log_var': 0.00471588084474206, 'epoch': 0.03}
{'train_recon_loss': 0.6798688173294067, 'train_kld': 7.92811406427063e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.016411781311035156, 'rewards_rejected': -0.01068115234375, 'embeddings_chosen': -5.1021575927734375e-05, 'embeddings_rejected': -0.0002765655517578125, 'mean': -0.003322947071865201, 'log_var': 0.0038948925212025642, 'epoch': 0.03}
{'train_recon_loss': 0.6654772758483887, 'train_kld': 8.289239485748112e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.0126495361328125, 'rewards_rejected': -0.04364585876464844, 'embeddings_chosen': -0.00045013427734375, 'embeddings_rejected': -0.00019931793212890625, 'mean': -0.0027362005785107613, 'log_var': 0.004440285265445709, 'epoch': 0.03}
{'train_recon_loss': 0.6840685606002808, 'train_kld': 8.823037205729634e-05, 'train_accuracy': 1.0, 'rewards_chosen': -0.010608673095703125, 'rewards_rejected': -0.02886962890625, 'embeddings_chosen': 1.3589859008789062e-05, 'embeddings_rejected': -0.0003566741943359375, 'mean': -0.0031678068917244673, 'log_var': 0.004970492795109749, 'epoch': 0.03}
{'train_recon_loss': 0.6724145412445068, 'train_kld': 8.659117884235457e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.0283660888671875, 'rewards_rejected': -0.0138702392578125, 'embeddings_chosen': -0.000659942626953125, 'embeddings_rejected': -0.00051116943359375, 'mean': -0.003651405917480588, 'log_var': 0.005487808492034674, 'epoch': 0.03}
{'train_recon_loss': 0.6797270178794861, 'train_kld': 8.180685836123303e-05, 'train_accuracy': 1.0, 'rewards_chosen': -0.012218475341796875, 'rewards_rejected': -0.0393829345703125, 'embeddings_chosen': -0.0003719329833984375, 'embeddings_rejected': -0.0003261566162109375, 'mean': -0.0032932590693235397, 'log_var': 0.004290836863219738, 'epoch': 0.03}
{'train_recon_loss': 0.6904992461204529, 'train_kld': 8.167007763404399e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.0293731689453125, 'rewards_rejected': 0.024051666259765625, 'embeddings_chosen': -0.000568389892578125, 'embeddings_rejected': -0.00057220458984375, 'mean': -0.0033870574552565813, 'log_var': 0.004578643012791872, 'epoch': 0.03}
{'train_recon_loss': 0.7006350755691528, 'train_kld': 8.07045289548114e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.061920166015625, 'rewards_rejected': -0.0474090576171875, 'embeddings_chosen': 9.107589721679688e-05, 'embeddings_rejected': -0.0002918243408203125, 'mean': -0.003222784958779812, 'log_var': 0.00422710319980979, 'epoch': 0.03}
{'train_recon_loss': 0.6812089681625366, 'train_kld': 7.719387940596789e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.0142364501953125, 'rewards_rejected': -0.01019287109375, 'embeddings_chosen': -0.0003948211669921875, 'embeddings_rejected': -0.00031280517578125, 'mean': -0.003204780863597989, 'log_var': 0.004873776342719793, 'epoch': 0.03}
{'train_recon_loss': 0.6808174848556519, 'train_kld': 8.380125655094162e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.016845703125, 'rewards_rejected': -0.008819580078125, 'embeddings_chosen': -0.00015544891357421875, 'embeddings_rejected': 4.1484832763671875e-05, 'mean': -0.0034247874282300472, 'log_var': 0.005131250713020563, 'epoch': 0.03}
{'train_recon_loss': 0.67983078956604, 'train_kld': 8.358859486179426e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.048065185546875, 'rewards_rejected': 0.0206298828125, 'embeddings_chosen': -0.00063323974609375, 'embeddings_rejected': -0.00060272216796875, 'mean': -0.003577602095901966, 'log_var': 0.005250222980976105, 'epoch': 0.03}
{'train_recon_loss': 0.6888042092323303, 'train_kld': 8.580605208408087e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.020050048828125, 'rewards_rejected': 0.01117706298828125, 'embeddings_chosen': -0.00032806396484375, 'embeddings_rejected': -0.000164031982421875, 'mean': -0.0029228092171251774, 'log_var': 0.004081128165125847, 'epoch': 0.03}
{'train_recon_loss': 0.6858066320419312, 'train_kld': 8.382468513445929e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.0343017578125, 'rewards_rejected': 0.019317626953125, 'embeddings_chosen': -0.00063323974609375, 'embeddings_rejected': -0.000591278076171875, 'mean': -0.00299419229850173, 'log_var': 0.004995916038751602, 'epoch': 0.03}
{'train_recon_loss': 0.7010881900787354, 'train_kld': 8.38074556668289e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.022216796875, 'rewards_rejected': 0.0379180908203125, 'embeddings_chosen': -0.000713348388671875, 'embeddings_rejected': -0.00045013427734375, 'mean': -0.0024240100756287575, 'log_var': 0.004080228507518768, 'epoch': 0.03}
{'train_recon_loss': 0.6724920272827148, 'train_kld': 8.566932956455275e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.038543701171875, 'rewards_rejected': -0.0034332275390625, 'embeddings_chosen': -0.000492095947265625, 'embeddings_rejected': -0.000583648681640625, 'mean': -0.0033475011587142944, 'log_var': 0.00425055343657732, 'epoch': 0.03}
{'train_recon_loss': 0.6957850456237793, 'train_kld': 7.905143138486892e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.016815185546875, 'rewards_rejected': 0.02203369140625, 'embeddings_chosen': -0.0002765655517578125, 'embeddings_rejected': -0.00038909912109375, 'mean': -0.003208867274224758, 'log_var': 0.0036853267811238766, 'epoch': 0.03}
